"Ju CKD"
"Over-expression in Diabetic Nephropathy vs. Healthy Living Donor"
"Gene Rank","Gene Name","Gene Symbol","Reporter ID","t-Test","P-value","Q-value","Fold Change"
"5739","tenascin XB","TNXB","7148","-0.70334065","0.7538977473813047","2.299611176183802","-1.026614"
"5740","ribosomal RNA processing 1 homolog B (S. cerevisiae)","RRP1B","23076","-0.7021795","0.7546310561158543","2.301447454418406","-1.034322"
"5741","dicer 1, ribonuclease type III","DICER1","23405","-0.70616907","0.7546382555747961","2.301069016259473","-1.050817"
"5742","insulin-like growth factor 2 (somatomedin A)","IGF2","3481","-0.6993847","0.7546429906456678","2.300683196564032","-1.0619056"
"5743","bromodomain and WD repeat domain containing 1","BRWD1","54014","-0.7054713","0.7546696478946242","2.3003643336781003","-1.0309824"
"5744","cell adhesion molecule with homology to L1CAM (close homolog of L1)","CHL1","10752","-0.70850176","0.7547071406125264","2.3000786043324206","-1.1636899"
"5745","zinc finger protein 493","ZNF493","115648","-0.70379454","0.7552360785650496","2.3012904640141905","-1.0709288"
"5746","N(alpha)-acetyltransferase 40, NatD catalytic subunit, homolog (S. cerevisiae)","NAA40","79829","-0.70543176","0.7555585294629361","2.301872822161808","-1.0255628"
"5747","sphingomyelin phosphodiesterase 1, acid lysosomal","SMPD1","6609","-0.71131694","0.755625868951658","2.3016778945282774","-1.0563753"
"5748","kinesin-associated protein 3","KIFAP3","22920","-0.7133806","0.7556695092631724","2.301410858185165","-1.0563893"
"5749","FCH and double SH3 domains 2","FCHSD2","9873","-0.7120335","0.7557359927058644","2.3012134718825026","-1.0915152"
"5750","retinal pigment epithelium-derived rhodopsin homolog","RRH","10692","-0.7113198","0.7559307380157673","2.3014066432521023","-1.0589932"
"5751","histone cluster 1, H2ab","HIST1H2AB","8335","-0.7065262","0.7565850840815336","2.302998744129392","-1.0341113"
"5752","proteasome (prosome, macropain) 26S subunit, non-ATPase, 6","PSMD6","9861","-0.7151339","0.7569523999758045","2.3037167415134445","-1.0629038"
"5753","cytochrome P450, family 27, subfamily A, polypeptide 1","CYP27A1","1593","-0.7142381","0.7570744203861525","2.3036880843937664","-1.0495932"
"5754","DEAD (Asp-Glu-Ala-Asp) box polypeptide 23","DDX23","9416","-0.71206605","0.7575190545996211","2.304640942539066","-1.0532805"
"5755","PH domain and leucine rich repeat protein phosphatase 2","PHLPP2","23035","-0.7197645","0.7579896513428385","2.3056724434373357","-1.068109"
"5756","ATP synthase, H+ transporting, mitochondrial F0 complex, subunit B1","ATP5F1","515","-0.7172583","0.7581033156983529","2.305618048628324","-1.050489"
"5757","unc-13 homolog B (C. elegans)","UNC13B","10497","-0.71979284","0.7582403596569862","2.305634764696044","-1.0627214"
"5758","family with sequence similarity 83, member E","FAM83E","54854","-0.71309555","0.758511153644793","2.306058107533788","-1.0346159"
"5759","phosphatidylserine synthase 2","PTDSS2","81490","-0.71532166","0.7585577968476507","2.3057999488985037","-1.0537374"
"5760","LY6/PLAUR domain containing 3","LYPD3","27076","-0.7218792","0.7587827389254327","2.306083763680607","-1.0541193"
"5761","NADH dehydrogenase (ubiquinone) flavoprotein 1, 51kDa","NDUFV1","4723","-0.7183657","0.7588845381760592","2.3059932906747207","-1.1010062"
"5762","zinc finger protein 174","ZNF174","7727","-0.7193146","0.7590168881774682","2.305995666334977","-1.0294877"
"5763","hypothetical LOC65996","MGC2752","65996","-0.71738434","0.7591073507865521","2.3058708036803983","-1.0680768"
"5764","frequently rearranged in advanced T-cell lymphomas","FRAT1","10023","-0.7200214","0.7591760524314524","2.305679894466482","-1.0716867"
"5765","breakpoint cluster region","BCR","613","-0.72237486","0.759252181535174","2.305511605295737","-1.0669779"
"5766","regulatory factor X, 7","RFX7","64864","-0.72273403","0.7597297026707686","2.3065620125949353","-1.047393"
"5767","PHD finger protein 1","PHF1","5252","-0.7190735","0.759839867736963","2.3064969452417303","-1.034569"
"5768","cytochrome b5 type B (outer mitochondrial membrane)","CYB5B","80777","-0.7284951","0.7610534083412883","2.309780621298313","-1.0567597"
"5769","synuclein, gamma (breast cancer-specific protein 1)","SNCG","6623","-0.72460395","0.76152620766247","2.310815415806806","-1.0559033"
"5770","related RAS viral (r-ras) oncogene homolog 2","RRAS2","22800","-0.7244019","0.7615739355640172","2.3105602161382257","-1.0720634"
"5771","apolipoprotein D","APOD","347","-0.72457165","0.7617147946941352","2.310587609311891","-1.307542"
"5772","chromosome 10 open reading frame 28","C10orf28","27291","-0.7217256","0.7617961486822328","2.3104345211893915","-1.0273068"
"5773","cysteine-serine-rich nuclear protein 3","CSRNP3","80034","-0.7349918","0.7621714384255789","2.311172802990505","-1.0441741"
"5774","phosphodiesterase 2A, cGMP-stimulated","PDE2A","5138","-0.73390865","0.7622957004950006","2.311149756543137","-1.1066004"
"5775","angel homolog 1 (Drosophila)","ANGEL1","23357","-0.7318884","0.7623655599934781","2.310961807334087","-1.0415981"
"5776","ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1","ATP5C1","509","-0.73132944","0.7625038860753517","2.310981430268492","-1.042294"
"5777","T cell receptor alpha variable 16","TRAV16","28667","-0.7267821","0.7627742118949723","2.31140103939889","-1.0381552"
"5778","D-aspartate oxidase","DDO","8528","-0.72935605","0.763039271973915","2.311804549677927","-1.0531908"
"5779","cystatin SA","CST2","1470","-0.72810614","0.7633491789401352","2.3123437710480035","-1.0374112"
"5780","hect domain and RLD 2","HERC2","8924","-0.73094004","0.7637082484134714","2.3130317038090396","-1.0365229"
"5781","T cell receptor alpha variable 12-2","TRAV12-2","28673","-0.73830485","0.7646629479765255","2.3155230630933934","-1.0579244"
"5782","nucleolar and coiled-body phosphoprotein 1","NOLC1","9221","-0.73374075","0.7647610520012076","2.3154200999179766","-1.0342888"
"5783","myeloid/lymphoid or mixed-lineage leukemia 4","MLL4","9757","-0.73357016","0.7650513075936998","2.3158988373393394","-1.0176421"
"5784","chemokine (C-X-C motif) receptor 7","CXCR7","57007","-0.7345936","0.7651422219289895","2.315774084570782","-1.2008806"
"5785","chromosome 6 open reading frame 211","C6orf211","79624","-0.7416923","0.765182934851412","2.3154974618682145","-1.0870303"
"5786","guanine nucleotide binding protein (G protein), gamma 12","GNG12","55970","-0.74005854","0.7652541016505682","2.315313074336183","-1.0715553"
"5787","chromosome 5 open reading frame 28","C5orf28","64417","-0.7452443","0.7654344297364026","2.315458966170164","-1.0873867"
"5788","nuclear receptor interacting protein 2","NRIP2","83714","-0.74589556","0.7655769925538133","2.315490586452232","-1.1470064"
"5789","IMP3, U3 small nucleolar ribonucleoprotein, homolog (yeast)","IMP3","55272","-0.74574584","0.765715190555496","2.3155089966987883","-1.0469472"
"5790","nuclear protein localization 4 homolog (S. cerevisiae)","NPLOC4","55666","-0.743987","0.766367157976178","2.317080762092198","-1.0557948"
"5791","ephrin-B2","EFNB2","1948","-0.7451606","0.7664750704181458","2.3170073403274993","-1.1009774"
"5792","nasal embryonic LHRH factor","NELF","26012","-0.73879105","0.7665139250289985","2.316725222276816","-1.036255"
"5793","protein inhibitor of activated STAT, 4","PIAS4","51588","-0.7419046","0.7669123598613775","2.317529815739718","-1.0414703"
"5794","origin recognition complex, subunit 3-like (yeast)","ORC3L","23595","-0.74617344","0.767087135154302","2.317658372323643","-1.0503291"
"5795","gamma-aminobutyric acid (GABA) A receptor, alpha 5","GABRA5","2558","-0.74622893","0.7671613079212249","2.3174829789616185","-1.0258662"
"5796","mitochondrial ribosomal protein S18B","MRPS18B","28973","-0.7514092","0.7672008193499067","2.317202957219682","-1.0342603"
"5797","podocan-like 1","PODNL1","79883","-0.74653006","0.7672307780735992","2.3168941845789064","-1.0349869"
"5798","ring finger protein 19B","RNF19B","127544","-0.74354726","0.7672888252473798","2.3166703256004872","-1.0470525"
"5799","septin 5","SEPT5","5413","-0.7426131","0.7674246672509886","2.316681388719958","-1.0286779"
"5800","Zic family member 3 (odd-paired homolog, Drosophila)","ZIC3","7547","-0.7521526","0.7675528802703449","2.316669421818208","-1.06079"
"5801","MYB binding protein (P160) 1a","MYBBP1A","10514","-0.7517676","0.7676343340407079","2.3165163520543195","-1.0583655"
"5802","solute carrier family 15 (oligopeptide transporter), member 1","SLC15A1","6564","-0.7481627","0.7677514467433479","2.316470925644803","-1.0659544"
"5803","eukaryotic translation initiation factor 4E binding protein 2","EIF4EBP2","1979","-0.7497157","0.7678326579548751","2.3163172110112042","-1.0399116"
"5804","hyaluronan binding protein 4","HABP4","22927","-0.7546231","0.7679911953411516","2.3163967786515856","-1.0759815"
"5805","WD repeat domain 76","WDR76","79968","-0.7529201","0.768822324902383","2.318504626387486","-1.027026"
"5806","paired box 2","PAX2","5076","-0.7518564","0.7688648942982097","2.318234130804184","-1.0584207"
"5807","solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7","SLC17A7","57030","-0.75473124","0.7690462082536644","2.318381990378737","-1.0540417"
"5808","DEAH (Asp-Glu-Ala-His) box polypeptide 16","DHX16","8449","-0.7514603","0.7691599176229356","2.318326032016714","-1.0324773"
"5809","ArfGAP with SH3 domain, ankyrin repeat and PH domain 1","ASAP1","50807","-0.7591192","0.76922011516081","2.3181088305404947","-1.0808387"
"5810","protein phosphatase 2, regulatory subunit A, alpha","PPP2R1A","5518","-0.75268984","0.7692997574792235","2.3179502921331183","-1.0626879"
"5811","chromosome 16 open reading frame 59","C16orf59","80178","-0.75184894","0.7696166700271835","2.3185065960066082","-1.030433"
"5812","FAT tumor suppressor homolog 2 (Drosophila)","FAT2","2196","-0.7563627","0.7696629547379803","2.3182475696326827","-1.0413556"
"5813","transmembrane BAX inhibitor motif containing 4","TMBIM4","51643","-0.7556271","0.7697355857314818","2.318067974418502","-1.0661818"
"5814","perilipin 2","PLIN2","123","-0.76045734","0.7698897301278254","2.3181338773321416","-1.1046537"
"5815","deoxyuridine triphosphatase","DUT","1854","-0.76136833","0.7699097289478234","2.3177959153673138","-1.0623792"
"5816","polycystic kidney disease 2-like 2","PKD2L2","27039","-0.7505589","0.7700710671374602","2.317883495400698","-1.018741"
"5817","acyl-CoA thioesterase 13","ACOT13","55856","-0.75887734","0.7701737499119268","2.3177945251899623","-1.102463"
"5818","BTB (POZ) domain containing 1","BTBD1","53339","-0.75754166","0.7702244702661696","2.3175492343957345","-1.0883589"
"5819","transient receptor potential cation channel, subfamily C, member 4 associated protein","TRPC4AP","26133","-0.76073194","0.7703819381454986","2.3176251681902085","-1.0340617"
"5820","zinc finger protein 528","ZNF528","84436","-0.7540181","0.7705410375657571","2.3177059834245792","-1.0726624"
"5821","calcium binding and coiled-coil domain 2","CALCOCO2","10241","-0.76385057","0.7707548295439823","2.3179512521306416","-1.0627182"
"5822","proteoglycan 2, bone marrow (natural killer cell activator, eosinophil granule major basic protein)","PRG2","5553","-0.7519439","0.7707572180985156","2.3175607757098446","-1.0526283"
"5823","testis-specific kinase 1","TESK1","7016","-0.7593637","0.7709006261079728","2.317594386585667","-1.05407"
"5824","anaphase promoting complex subunit 13","ANAPC13","25847","-0.7585836","0.7711524491511669","2.3179538631919914","-1.050663"
"5825","nuclear receptor subfamily 1, group D, member 2","NR1D2","9975","-0.75737673","0.7712549214285815","2.3178643703495796","-1.0886091"
"5826","trafficking protein, kinesin binding 2","TRAK2","66008","-0.7633336","0.7714645212077156","2.318096804938733","-1.0581255"
"5827","KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1","KDELR1","10945","-0.7633546","0.7715590917528478","2.3179835792170316","-1.0490246"
"5828","threonyl-tRNA synthetase 2, mitochondrial (putative)","TARS2","80222","-0.76222914","0.771572429547052","2.317626387775695","-1.0371592"
"5829","Kruppel-like factor 1 (erythroid)","KLF1","10661","-0.7677938","0.7716983912514712","2.3176075571392283","-1.0498961"
"5830","NLR family member X1","NLRX1","79671","-0.75927794","0.7718442954445702","2.317648615086","-1.0374715"
"5831","motile sperm domain containing 2","MOSPD2","158747","-0.7645463","0.7721215352654682","2.318083958307273","-1.0706726"
"5832","NSFL1 (p97) cofactor (p47)","NSFL1C","55968","-0.7636264","0.7723010649680381","2.3182258547173835","-1.0369109"
"5833","killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 1","KIR2DL1","3802","-0.76177955","0.7729549796981209","2.3197914262275625","-1.0405285"
"5834","ring finger protein 141","RNF141","50862","-0.7629871","0.7729806451331087","2.3194712835555547","-1.0592694"
"5835","PDZ domain containing 7","PDZD7","79955","-0.76183885","0.7732265413446875","2.3198119805115263","-1.051574"
"5836","similar to proliferating cell nuclear antigen","LOC392454","392454","-0.75923365","0.7732552283018997","2.319501007435803","-1.0132325"
"5837","cell growth regulator with EF-hand domain 1","CGREF1","10669","-0.7676746","0.7734869956002433","2.3197992080570606","-1.0341766"
"5838","melanoma antigen family C, 2","MAGEC2","51438","-0.76881623","0.7735510042758116","2.3195942603836013","-1.0459045"
"5839","spastic paraplegia 21 (autosomal recessive, Mast syndrome)","SPG21","51324","-0.76754427","0.7736560515051575","2.3195124212676865","-1.0376848"
"5840","Sec61 alpha 1 subunit (S. cerevisiae)","SEC61A1","29927","-0.7684155","0.7738821212984743","2.3197933880619734","-1.0613834"
"5841","molybdenum cofactor synthesis 1","MOCS1","4337","-0.7741323","0.7743168230365768","2.320699548112531","-1.057148"
"5842","X (inactive)-specific transcript (non-protein coding)","XIST","7503","-0.7661629","0.7744336137334071","2.3206527522491753","-1.4769812"
"5843","sperm specific antigen 2","SSFA2","6744","-0.774955","0.7745243927324038","2.320528039559118","-1.0591503"
"5844","zinc finger protein 12","ZNF12","7559","-0.77401745","0.7748196824828286","2.3210159929715495","-1.0939977"
"5845","S100 calcium binding protein P","S100P","6286","-0.7652882","0.7749808973948888","2.3211022195215683","-1.1098009"
"5846","fem-1 homolog c (C. elegans)","FEM1C","56929","-0.7683539","0.7750006377552932","2.3207647664337987","-1.0453633"
"5847","BRF2, subunit of RNA polymerase III transcription initiation factor, BRF1-like","BRF2","55290","-0.77648896","0.7751273504965907","2.320747706210069","-1.035118"
"5848","cullin 9","CUL9","23113","-0.777135","0.775136468670703","2.320378631322188","-1.0530881"
"5849","rogdi homolog (Drosophila)","ROGDI","79641","-0.77932113","0.7752764404939141","2.3204013272774646","-1.078424"
"5850","uridine-cytidine kinase 1-like 1","UCKL1","54963","-0.77703124","0.7753054794850083","2.320092050355769","-1.0769281"
"5851","protein tyrosine phosphatase-like (proline instead of catalytic arginine), member b","PTPLB","201562","-0.77833426","0.7754107961233387","2.3200110999750354","-1.0536324"
"5852","CDKN1A interacting zinc finger protein 1","CIZ1","25792","-0.7724684","0.7758914086760125","2.321052862240053","-1.0430762"
"5853","centrosomal protein 290kDa","CEP290","80184","-0.77305114","0.7760064397908477","2.321000831094571","-1.0714902"
"5854","androgen receptor","AR","367","-0.77164906","0.7760391723167022","2.320702708274158","-1.0363197"
"5855","transcriptional adaptor 2A","TADA2A","6871","-0.7764318","0.7770432784698025","2.32330903134429","-1.0254357"
"5856","tumor protein, translationally-controlled 1","TPT1","7178","-0.779778","0.7770858207734181","2.3230399421278696","-1.0354425"
"5857","suppressor of Ty 5 homolog (S. cerevisiae)","SUPT5H","6829","-0.77555865","0.7771752725476752","2.322911153128087","-1.0544252"
"5858","integrin alpha FG-GAP repeat containing 1","ITFG1","81533","-0.78705215","0.7774226366164675","2.323254314062545","-1.0851972"
"5859","adenosine monophosphate deaminase 2","AMPD2","271","-0.77493584","0.7776058590322812","2.3234057093860883","-1.0447153"
"5860","paternally expressed 10","PEG10","23089","-0.78641826","0.7776501805078533","2.323142102226205","-1.0580523"
"5861","spermatogenesis and oogenesis specific basic helix-loop-helix 2","SOHLH2","54937","-0.7835113","0.7777373181742888","2.3230064716497547","-1.0711173"
"5862","peptidylprolyl isomerase G (cyclophilin G)","PPIG","9360","-0.78448725","0.7783886568268079","2.3245557996598163","-1.0901191"
"5863","sprouty homolog 2 (Drosophila)","SPRY2","10253","-0.78102964","0.7787184211911617","2.325144423887137","-1.0998741"
"5864","keratin 3","KRT3","3850","-0.7853232","0.7788161021021035","2.325039996856339","-1.0322227"
"5865","sphingosine-1-phosphate receptor 5","S1PR5","53637","-0.7847452","0.7795230685221057","2.326754227177614","-1.0285293"
"5866","leucine-rich repeats and calponin homology (CH) domain containing 4","LRCH4","4034","-0.78438556","0.7799908114676516","2.3277539507225486","-1.035655"
"5867","UBX domain protein 6","UBXN6","80700","-0.7956465","0.7802973095100958","2.328272206977094","-1.0654593"
"5868","heat shock transcription factor 2 binding protein","HSF2BP","11077","-0.7944847","0.7808984411162189","2.32966927275642","-1.0443665"
"5869","carcinoembryonic antigen-related cell adhesion molecule 21","CEACAM21","90273","-0.7939672","0.7811970938395003","2.3301636255488294","-1.0404553"
"5870","histidine ammonia-lyase","HAL","3034","-0.79100496","0.7812901453507368","2.3300446448123813","-1.0730582"
"5871","STIP1 homology and U-box containing protein 1","STUB1","10273","-0.7976937","0.7813216909368497","2.329742306405268","-1.0652832"
"5872","nuclear transcription factor Y, beta","NFYB","4801","-0.7958151","0.7813507605965655","2.3294326893988777","-1.0525632"
"5873","caspase 5, apoptosis-related cysteine peptidase","CASP5","838","-0.7949092","0.7815222456015896","2.329547686846779","-1.0320166"
"5874","tumor suppressor candidate 2","TUSC2","11334","-0.8018573","0.7815759268697222","2.3293115576000036","-1.0485867"
"5875","ER degradation enhancer, mannosidase alpha-like 1","EDEM1","9695","-0.79888594","0.7821067947788798","2.3304974145000723","-1.0627722"
"5876","forkhead box D1","FOXD1","2297","-0.8032291","0.7824733163371143","2.3311932373687916","-1.0989977"
"5877","ring finger protein 2","RNF2","6045","-0.79263914","0.7825826460469739","2.3311227119757496","-1.0423543"
"5878","ring finger protein 25","RNF25","64320","-0.8008964","0.782594075648988","2.330760639575159","-1.046953"
"5879","Ral GEF with PH domain and SH3 binding motif 1","RALGPS1","9649","-0.8015805","0.7827376419101109","2.3307921593201684","-1.0513561"
"5880","septin 2","SEPT2","4735","-0.79852206","0.7829478905904769","2.331022197788226","-1.0465677"
"5881","AT rich interactive domain 3A (BRIGHT-like)","ARID3A","1820","-0.80288476","0.7831787468046498","2.3313135012304853","-1.045378"
"5882","RAB3 GTPase activating protein subunit 2 (non-catalytic)","RAB3GAP2","25782","-0.8043646","0.7832430779859026","2.3311090894649205","-1.0682101"
"5883","Fas apoptotic inhibitory molecule 2","FAIM2","23017","-0.8070202","0.7835083281068826","2.331502625930277","-1.0377969"
"5884","tRNA isopentenyltransferase 1","TRIT1","54802","-0.80823624","0.7837426043863751","2.3318038749074854","-1.082238"
"5885","hyaluronoglucosaminidase 3","HYAL3","8372","-0.801255","0.7837691783237076","2.3314871670875124","-1.0305946"
"5886","zinc finger protein 263","ZNF263","10127","-0.80668384","0.7838386744980919","2.3312982263580615","-1.0536485"
"5887","tetratricopeptide repeat domain 3-like","TTC3L","286495","-0.80179304","0.7838830671245207","2.331034699268998","-1.1267766"
"5888","pregnancy-zone protein","PZP","5858","-0.8005677","0.7838918349245851","2.3306653419377787","-1.0532677"
"5889","lysophosphatidylglycerol acyltransferase 1","LPGAT1","9926","-0.7963854","0.7840171898095988","2.3306426875496675","-1.1240003"
"5890","galactosidase, beta 1-like","GLB1L","79411","-0.8055272","0.7842538910732966","2.3309509833545308","-1.0707173"
"5891","sirtuin (silent mating type information regulation 2 homolog) 4 (S. cerevisiae)","SIRT4","23409","-0.81053096","0.7843133692361566","2.330732523330301","-1.0668952"
"5892","selectin P (granule membrane protein 140kDa, antigen CD62)","SELP","6403","-0.79895604","0.7844286408329709","2.3306799097947923","-1.099058"
"5893","DEAD (Asp-Glu-Ala-Asp) box polypeptide 28","DDX28","55794","-0.8028745","0.7845893183917322","2.3307622005850663","-1.0236974"
"5894","claudin 11","CLDN11","5010","-0.803767","0.7847555855697063","2.330861065629595","-1.0957956"
"5895","guanine nucleotide binding protein-like 3 (nucleolar)-like","GNL3L","54552","-0.8101069","0.7852319585350412","2.3318808094279344","-1.0345482"
"5896","family with sequence similarity 134, member C","FAM134C","162427","-0.8088529","0.7852762846289607","2.3316173878861246","-1.0578254"
"5897","dystroglycan 1 (dystrophin-associated glycoprotein 1)","DAG1","1605","-0.816594","0.7855315791738776","2.3319803503015843","-1.1108652"
"5898","CD101 molecule","CD101","9398","-0.80519265","0.785535623887459","2.3315974394370014","-1.0406018"
"5899","ubiquitously transcribed tetratricopeptide repeat gene, Y-linked","UTY","7404","-0.8024297","0.7856876216032298","2.3316537324483253","-1.0777527"
"5900","KIAA0100","KIAA0100","9703","-0.807325","0.7857126942933493","2.3313333998441736","-1.0423849"
"5901","transforming growth factor, beta receptor II (70/80kDa)","TGFBR2","7048","-0.81075954","0.7857982262951952","2.331192537622865","-1.0955797"
"5902","protein phosphatase 4, regulatory subunit 4","PPP4R4","57718","-0.8075394","0.785925674852893","2.331176054010265","-1.0285766"
"5903","glutathione S-transferase mu 3 (brain)","GSTM3","2947","-0.8107199","0.7859725642314721","2.3309206655304586","-1.1177926"
"5904","asparaginase like 1","ASRGL1","80150","-0.803288","0.7860296339012198","2.33069554954943","-1.0798358"
"5905","KN motif and ankyrin repeat domains 2","KANK2","25959","-0.8117177","0.7861489353670805","2.330655005104672","-1.0680164"
"5906","centrosomal protein 164kDa","CEP164","22897","-0.8056612","0.7862432867826723","2.3305405187620325","-1.0307872"
"5907","chromosome 7 open reading frame 16","C7orf16","10842","-0.8163892","0.7862685923593062","2.330221443740541","-1.0506003"
"5908","transformation/transcription domain-associated protein","TRRAP","8295","-0.8111965","0.7864348303783542","2.3303200798041273","-1.056434"
"5909","protein phosphatase, EF-hand calcium binding domain 2","PPEF2","5470","-0.8148081","0.786795277058168","2.3309940535832503","-1.0330623"
"5910","high-mobility group 20B","HMG20B","10362","-0.81736916","0.7868827009277919","2.3308590669530855","-1.0520334"
"5911","PR domain containing 5","PRDM5","11107","-0.82135814","0.7869555564170967","2.33068097960839","-1.0772319"
"5912","ciliary rootlet coiled-coil, rootletin-like 1","CROCCL1","729559","-0.81481874","0.7870064727971035","2.330437987618657","-1.0608685"
"5913","cytochrome c oxidase subunit VIIc","COX7C","1350","-0.81439286","0.7870882155756741","2.330286343647777","-1.0371217"
"5914","interleukin 13 receptor, alpha 2","IL13RA2","3598","-0.8181656","0.7873645492299198","2.3307107674975183","-1.2139711"
"5915","zinc finger protein 668","ZNF668","79759","-0.8225265","0.7878220125798381","2.3316711270663326","-1.0349988"
"5916","zinc finger, FYVE domain containing 21","ZFYVE21","79038","-0.8254083","0.7881406645736966","2.33222039979456","-1.0644933"
"5917","CASP8 and FADD-like apoptosis regulator","CFLAR","8837","-0.81611973","0.7882362104177407","2.3321093956772017","-1.0599194"
"5918","interleukin 1 family, member 9","IL1F9","56300","-0.8126068","0.788387803243612","2.332164224042327","-1.1413924"
"5919","deoxynucleotidyltransferase, terminal, interacting protein 2","DNTTIP2","30836","-0.82754326","0.7884238332975777","2.331877240331867","-1.0843385"
"5920","Kruppel-like factor 6","KLF6","1316","-0.8148595","0.788663788965416","2.3321933911248265","-1.1034534"
"5921","chromosome 11 open reading frame 30","C11orf30","56946","-0.82586294","0.7888289112917688","2.332288179522745","-1.0381444"
"5922","chaperone, ABC1 activity of bc1 complex homolog (S. pombe)","CABC1","56997","-0.8282414","0.7889889855681353","2.3323680131645657","-1.0922064"
"5923","protease, serine, 3","PRSS3","5646","-0.8195865","0.7890863961455032","2.33226260796665","-1.0993696"
"5924","tuberous sclerosis 1","TSC1","7248","-0.8203492","0.7892326826663864","2.3323016741011218","-1.0404227"
"5925","zinc finger, ZZ-type with EF-hand domain 1","ZZEF1","23140","-0.82802874","0.7892675726652825","2.3320115890263664","-1.0289669"
"5926","homeobox B9","HOXB9","3219","-0.8249534","0.7894656294618096","2.3322036217052315","-1.0242732"
"5927","kinesin family member 22","KIF22","3835","-0.82682306","0.7899336079571064","2.333192845747254","-1.0416768"
"5928","transmembrane protein 222","TMEM222","84065","-0.82582265","0.7899598575116826","2.332877240540398","-1.0635014"
"5929","YY1 transcription factor","YY1","7528","-0.830296","0.7900968813562456","2.3328888206756933","-1.078745"
"5930","zinc finger protein 652","ZNF652","22834","-0.8257928","0.7909869999407056","2.335123656385506","-1.0679845"
"5931","Fanconi anemia, complementation group L","FANCL","55120","-0.83165485","0.7910875616269308","2.335027230150761","-1.0772545"
"5932","scavenger receptor class B, member 2","SCARB2","950","-0.835562","0.7912540115694662","2.335125283848802","-1.1034445"
"5933","peroxisome proliferator-activated receptor delta","PPARD","5467","-0.82546836","0.791347422558609","2.3350077904351414","-1.0254253"
"5934","tudor domain containing 3","TDRD3","81550","-0.8361756","0.7914157809293534","2.334816426922871","-1.0459876"
"5935","BRX1, biogenesis of ribosomes, homolog (S. cerevisiae)","BRIX1","55299","-0.8363648","0.791445021854633","2.334509743865054","-1.0588129"
"5936","myomesin 1, 185kDa","MYOM1","8736","-0.828649","0.7915161031518685","2.334326558967323","-1.0788724"
"5937","pyridoxamine 5'-phosphate oxidase","PNPO","55163","-0.8325465","0.7916169913872511","2.334231327059951","-1.064196"
"5938","mitogen-activated protein kinase kinase 3","MAP2K3","5606","-0.8252229","0.7916932567829006","2.334063534337073","-1.0595378"
"5939","microtubule-actin crosslinking factor 1","MACF1","23499","-0.8351529","0.7918861598471476","2.3342396104340657","-1.0657535"
"5940","N-acetyltransferase 6 (GCN5-related)","NAT6","24142","-0.8278717","0.7919677041159003","2.334087430643919","-1.0388111"
"5941","tetratricopeptide repeat domain 15","TTC15","51112","-0.83254147","0.7921134970531067","2.334124623881944","-1.0764366"
"5942","golgi glycoprotein 1","GLG1","2734","-0.82702976","0.7921725141204241","2.333906144728303","-1.0749104"
"5943","inositol(myo)-1(or 4)-monophosphatase 1","IMPA1","3612","-0.8387991","0.7922519001970678","2.3337477402947915","-1.0853448"
"5944","transglutaminase 3 (E polypeptide, protein-glutamine-gamma-glutamyltransferase)","TGM3","7053","-0.83606476","0.7922968491381857","2.333487964181647","-1.0572112"
"5945","proteasome (prosome, macropain) 26S subunit, ATPase, 6","PSMC6","5706","-0.8374253","0.7923619238379467","2.3332875401726634","-1.095091"
"5946","melanoma inhibitory activity","MIA","8190","-0.83670735","0.7926695920773905","2.33380143462799","-1.0378774"
"5947","leucine rich repeat containing 8 family, member D","LRRC8D","55144","-0.8365089","0.7928214067842448","2.333856364915596","-1.0511833"
"5948","Kruppel-like factor 4 (gut)","KLF4","9314","-0.8307651","0.792899844888797","2.3336953117323165","-1.0968269"
"5949","tyrosine kinase, non-receptor, 2","TNK2","10188","-0.8382686","0.7931134249804401","2.333932001281426","-1.0313063"
"5950","CASK interacting protein 2","CASKIN2","57513","-0.8404574","0.7931387668109747","2.3336147668114746","-1.0731623"
"5951","retinal outer segment membrane protein 1","ROM1","6094","-0.83585995","0.7931668420549217","2.3333056798752287","-1.0516964"
"5952","osteoclast stimulating factor 1","OSTF1","26578","-0.84012294","0.7931722541645019","2.3329300383858405","-1.0856998"
"5953","zinc finger protein 83","ZNF83","55769","-0.8337605","0.793228720466179","2.3327046616796507","-1.0681087"
"5954","phosphodiesterase 6H, cGMP-specific, cone, gamma","PDE6H","5149","-0.8334673","0.7932843052394567","2.3324767686515613","-1.034875"
"5955","keratin 24","KRT24","192666","-0.83516204","0.7933119926506043","2.3321669398166955","-1.0321417"
"5956","latent transforming growth factor beta binding protein 3","LTBP3","4054","-0.83635527","0.7933769476575092","2.3319667552562744","-1.1217633"
"5957","polymerase (DNA-directed), delta interacting protein 2","POLDIP2","26073","-0.8405511","0.7935681553637821","2.3321376691919866","-1.0551299"
"5958","RNA binding motif protein 47","RBM47","54502","-0.8405288","0.793636267305849","2.3319468327023665","-1.1261806"
"5959","zinc finger protein 556","ZNF556","80032","-0.8417909","0.7937036691199508","2.3317539739633553","-1.0506086"
